2024_display_name,party,municipality
Carmen Montero Rivas,MVC,San Juan
Eileen Domenech Rodríguez,MVC,San Juan
Solymar Ruiz Márquez,MVC,San Juan
Marielle De León Toledo,MVC,San Juan
Jean Carlos Curbelo Rodríguez,MVC,San Juan
Jean René Santiago Cruz,MVC,San Juan
Michael Alexánder Taulé Pulido,MVC,San Juan
Pablo Defendini,MVC,San Juan
Ali Javier Tapia Vallés,MVC,San Juan
Ricardo Luis Ramos,MVC,San Juan
Humberto Marchand Paonessa,MVC,San Juan
Thomas Antonio Olmo Velázquez,MVC,San Juan
Rafael Raposo,PD,San Juan
Rubén Ríos Santiago,PD,San Juan
Jannette Suazo Castro,PD,San Juan
Cristian García Rodríguez,PD,San Juan
Annette M. Solla Taule,PD,San Juan
Adria Vilaro López,PD,San Juan
Margarita Cordero Colón,PD,San Juan
Héctor Homi Martínez Rosado,PNP,San Lorenzo
Judith I. Delgado Colón,PNP,San Lorenzo
Stephanie Alverio Pérez,PNP,San Lorenzo
Grisela Arzuaga Bruceles,PNP,San Lorenzo
Juan Figueroa Figueroa,PNP,San Lorenzo
Juan Gómez Gómez,PNP,San Lorenzo
Omar (Pucho) Reyes Díaz,PNP,San Lorenzo
Marcelo Pérez Pagán,PNP,San Lorenzo
Yariana M. Gómez Torres,PNP,San Lorenzo
Nicole M. Román Laureano,PNP,San Lorenzo
Tanisha L. Díaz Correa,PNP,San Lorenzo
Cristian Felipe Sánchez Torres,PPD,San Lorenzo
Gloria E. Coss Rivera,PPD,San Lorenzo
Juan Carlos Borges Dones,PPD,San Lorenzo
Wilson Avilés Sánchez,PPD,San Lorenzo
Sol Linda Muñoz Plaza,PPD,San Lorenzo
Sheila Dailene Rodríguez Fernández,PPD,San Lorenzo
Marisol Zayas Santiago,PPD,San Lorenzo
Heriberto Contreras Hernández,PPD,San Lorenzo
Carmen (Mela) García Cuevas,PPD,San Lorenzo
Kristal Marie Hernández Martínez,PPD,San Lorenzo
David De Jesús Carrasco,PPD,San Lorenzo
Christian Manuel Hernández Díaz,MVC,San Lorenzo
Monserrate Malavé Dávila,MVC,San Lorenzo
Marcos Martínez Traverso,MVC,San Lorenzo
Pedro Luis Crespo Vázquez,MVC,San Lorenzo
Mariela Echevarría Sotomayor,MVC,San Lorenzo
Urayoán Hidalgo Hernández,MVC,San Lorenzo
Jancarlos S. Soto Fernández,MVC,San Lorenzo
Carlos Alexis Dandridge Mulero,MVC,San Lorenzo
Zabdiel Hernández Nieves,MVC,San Lorenzo
Edwin Santiago Ramírez,MVC,San Lorenzo
Abner Pérez Cruz,MVC,San Lorenzo
Carlos Iván Morales Camacho,PIP,San Lorenzo
Liza I. Colón Parrilla,PIP,San Lorenzo
Diego Antonio Norat Pérez,PIP,San Lorenzo
Belinda Malavé Zayas,PIP,San Lorenzo
Carlos M. Rosado Dávila,PIP,San Lorenzo
Josefina Díaz Sosa,PIP,San Lorenzo
José Ramón Ramos Pedraza,PIP,San Lorenzo
Manuel Antonio Roldán Roldán,PIP,San Lorenzo
Iris Zenaida López Medina,PIP,San Lorenzo
Iván Antonio Parrilla Sepúlveda,PIP,San Lorenzo
María De L. Pedraza Muñoz,PIP,San Lorenzo
Aníbal Fuentes Flores,PNP,San Sebastián
Brendacely Ruiz Serrano,PNP,San Sebastián
Armando Crespo Oramas,PNP,San Sebastián
Joselly González Rivera,PNP,San Sebastián
Waldemar Crespo Cardona,PNP,San Sebastián
Ivelisse Vélez Quiñones,PNP,San Sebastián
Moises Cancel Soto,PNP,San Sebastián
Norma Iris Serrano Serrano,PNP,San Sebastián
Ángel Luis Nieves Jiménez,PNP,San Sebastián
Carmen N. Jiménez Velázquez,PNP,San Sebastián
Benjamín Ramos Román,PNP,San Sebastián
Irene Quintana Salas,PPD,San Sebastián
Joel Sánchez Rodríguez,PPD,San Sebastián
Evaristo Ramos Ramos,PPD,San Sebastián
Carlos Juan Monroig Márquez,PPD,San Sebastián
Netfali Ramos González,PPD,San Sebastián
Jorge Joel Pérez Pérez,PPD,San Sebastián
Ferdinand Cuevas Morales,PPD,San Sebastián
René Emil Jiménez Pérez,PPD,San Sebastián
Edward González Quintana,PPD,San Sebastián
Bryan Salas González,PPD,San Sebastián
Jean Cabrero Núñez,PPD,San Sebastián
Ivette Muñiz Díaz,MVC,San Sebastián
Carlos Juan Cardona Quiles,MVC,San Sebastián
Felipe Nery Román García,MVC,San Sebastián
Pedro Alfonso Sánchez López,PIP,San Sebastián
Zobeida García Pérez,PIP,San Sebastián
Robert Mont Hernández,PIP,San Sebastián
Carlos Javier González Ríos,PIP,San Sebastián
Carmen Enid Pérez,PIP,San Sebastián
Patricia Isel Irrizary Torres,PIP,San Sebastián
Luis Reinaldo Guzmán,PIP,San Sebastián
José Gerardo Sánchez Rodríguez,PIP,San Sebastián
Aldia Rodríguez Torres,PIP,San Sebastián
Jesús Israel Beltrán Vélez,PIP,San Sebastián
Manuel Cruz Pérez,PIP,San Sebastián
Maribel Ríos Morales,PD,San Sebastián
Marisol Ortega,PD,San Sebastián
Carlos Alberto Chaparro Avilés,PD,San Sebastián
Erick Gabriel Valentín Méndez,PD,San Sebastián
Oscar A. Ríos Rivera,PD,San Sebastián
Ángel M. Ibarrondo Malavé,PD,San Sebastián
José Leonardo Aquino Rodríguez,PD,San Sebastián
Waldemar Nieves Morales,PD,San Sebastián
Jorge Antonio Neves Fontánez,PD,San Sebastián
Aida L. Ruiz Matos,PD,San Sebastián
Francisco Negrón Salas,PD,San Sebastián
Alving Rivera Renta,PNP,Santa Isabel
Jessica Ivette Ortiz Cámara,PNP,Santa Isabel
Pablo Alberto García González,PNP,Santa Isabel
Noel Meletiche Meletiche,PNP,Santa Isabel
Lydia Ivelisse Zayas Ocasio,PNP,Santa Isabel
José Antonio De Jesús Soto,PNP,Santa Isabel
Rufino F. Anaya Román,PNP,Santa Isabel
Pablo Javier Vega González,PNP,Santa Isabel
Nelson Reyes Echavarría,PNP,Santa Isabel
Esperanza Santiago Rosario,PNP,Santa Isabel
Elvis Luis Rodríguez González,PNP,Santa Isabel
Ángel Javier Negrón Aponte,PPD,Santa Isabel
Rubiell Rodríguez Plaza,PPD,Santa Isabel
José (Joe) Rentas Rosario,PPD,Santa Isabel
José (Joe) Rodríguez Hernández,PPD,Santa Isabel
Jessica Meletiche Hernández,PPD,Santa Isabel
Luis Antonio Álvarez Martínez (Tito),PPD,Santa Isabel
Leslie V. Rentas Muñoz,PPD,Santa Isabel
Graciela Torres Vázquez,PPD,Santa Isabel
Bernard Rentas Padilla,PPD,Santa Isabel
Eli Samuel Acosta Díaz,PPD,Santa Isabel
José Miguel Zambrana Torres,PPD,Santa Isabel
Reina Ivette De Jesús De Jesús,PIP,Santa Isabel
Luis A. Pagán Conde,PIP,Santa Isabel
Kenneth Torres Lugo,PIP,Santa Isabel
Ichalí Candelario Lugo,PIP,Santa Isabel
Melvin Colón Maysonet,PNP,Toa Alta
Karaliz Bonilla Pérez,PNP,Toa Alta
Oscar Gilberto Crispín López,PNP,Toa Alta
Carlos Maisonet Correa,PNP,Toa Alta
Lourdes Rodríguez,PNP,Toa Alta
Jesús Andino García,PNP,Toa Alta
Kristal Daliz Collazo García,PNP,Toa Alta
Luis Ignacio Rivera Pérez,PNP,Toa Alta
Emanuel Rivera Collazo,PNP,Toa Alta
Luz I. Rivera Vázquez,PNP,Toa Alta
Xavier Lorenzo Mosquera Ferreira,PNP,Toa Alta
Yennifer Caro López,PNP,Toa Alta
Alondra Nicole Figueroa Martínez,PNP,Toa Alta
Lorna D. Pérez Hernández,PPD,Toa Alta
José R. Díaz Rodríguez,PPD,Toa Alta
Eddie Ortiz Guzmán,PPD,Toa Alta
Marieli Ferrao Ayala,PPD,Toa Alta
Alberto Arroyo Andino,PPD,Toa Alta
Juan B. Pérez Acevedo,PPD,Toa Alta
Vicenta Mojica Morales,PPD,Toa Alta
Harry González González,PPD,Toa Alta
Nelson Radamés Cintrón Noriega,PPD,Toa Alta
Mitchell Vélez Jiménez,PPD,Toa Alta
Antonio Pérez Vázquez,PPD,Toa Alta
Daniel Colón Marín,PPD,Toa Alta
Luis Enrique Vázquez García,PPD,Toa Alta
Norma Jiménez Sánchez,MVC,Toa Alta
Brayan Morales Sierra,MVC,Toa Alta
Anays Alissa Santaliz Jiménez,MVC,Toa Alta
Wildaliz Quiles Negrón,MVC,Toa Alta
Rosa María Maldonado Rodríguez,PIP,Toa Alta
Ediberto Rodríguez Negrón,PIP,Toa Alta
Humberto Miranda Barroso,PIP,Toa Alta
Enerys Del Carmen Olaguiel Guemárez,PIP,Toa Alta
Julia H. Alvarado Ortiz,PIP,Toa Alta
Rafael Laboy Rodríguez,PIP,Toa Alta
Enerys Pagán Olaguibel,PIP,Toa Alta
Solimarie Otero Santiago,PIP,Toa Alta
Roberto Kuilan Santiago,PIP,Toa Alta
Zorimar Otero Santiago,PIP,Toa Alta
Syldia Del C. García Díaz,PIP,Toa Alta
David Trinta Casablanca,PIP,Toa Alta
María Teresa Muñiz Torres,PIP,Toa Alta
Edgar E. Ugarte Acevedo,PD,Toa Alta
Luis A. Carrión López,PD,Toa Alta
Osvaldo Amézquita Rivera,PD,Toa Alta
Guillermina Negrón Quiñones,PD,Toa Alta
Alejandro Villegas Bazán,PD,Toa Alta
Luis Daniel Ríos Torres,PD,Toa Alta
Wilmarie Maldonado Vélez,PD,Toa Alta
Carmen Ruth Pérez Hernández,PD,Toa Alta
Mildred Calderón Rivera,PD,Toa Alta
Yanira Liz Pérez Díaz,PD,Toa Alta
Orlando Rodríguez Falcón,PD,Toa Alta
Ezequiel Colón Cruz,PD,Toa Alta
Jannette Rodríguez Román,PD,Toa Alta
Griselle Bermúdez García,PNP,Toa Baja
Myrna I. Carlo Padilla,PNP,Toa Baja
Edgardo Nieves Colón,PNP,Toa Baja
José E. Costales González,PNP,Toa Baja
Orlando Olmo,PNP,Toa Baja
Gerhil Medina Báez,PNP,Toa Baja
Neirda Arroyo Mojica,PNP,Toa Baja
Fabiola Miranda Báez,PNP,Toa Baja
Yaritza Santos Rivera,PNP,Toa Baja
Barbara Judith Carmona Rivera,PNP,Toa Baja
Maggye Oyola Morales,PNP,Toa Baja
Humber Jiménez Pérez,PNP,Toa Baja
Eliezer Meléndez Torres,PNP,Toa Baja
Inés Margarita Claudio Martínez,PPD,Toa Baja
Marilia Rosario De Jesús,PPD,Toa Baja
Carilyn Marie Nieves Arroyo,PPD,Toa Baja
Ariel Salgado Mercado,PPD,Toa Baja
Alejandro Pabón Arce,PPD,Toa Baja
Carmen A. Sánchez Ramos,PPD,Toa Baja
Carlos Roberto Hyland Miranda,PPD,Toa Baja
Ángel Figueroa Serrano,PPD,Toa Baja
María Del Pilar Medín Molina,PPD,Toa Baja
José A. Ríos González,PPD,Toa Baja
Mirthia Cruz Cabrera,PPD,Toa Baja
Tatyana Michell Medina Torres,PPD,Toa Baja
Janice Alméstica Martínez,PPD,Toa Baja
Valery Martínez Cotti,MVC,Toa Baja
Alberto Pérez Custodio,MVC,Toa Baja
Justo Lozada Sánchez,PIP,Toa Baja
Antonia Rossy Sánchez,PIP,Toa Baja
José Ángel Hernández Vega,PIP,Toa Baja
Jorge Luis Otero Feliciano,PIP,Toa Baja
Wanda Ivelisse González Vélez,PIP,Toa Baja
Heriberto A. Marín Centeno,PIP,Toa Baja
Roberto Sánchez Quijano,PIP,Toa Baja
José A. Alayón González,PIP,Toa Baja
Gloria I. Torres Suárez,PIP,Toa Baja
Rafael Luis Negrón Marrero,PIP,Toa Baja
María Julia Rondón Reyes,PIP,Toa Baja
Rafael Rosario Sánchez,PIP,Toa Baja
Gracemarie Rojas Rondón,PIP,Toa Baja
David Colón Lebrón,PD,Toa Baja
José Ángel Santos Lugo,PD,Toa Baja
Juan Ángel Vandesspool Rosado,PD,Toa Baja
Azalea Vega Rivera,PD,Toa Baja
Pablo Alejandro Pintado Velasco,PD,Toa Baja
José Manuel Ayala López,PD,Toa Baja
José Enrique Baerga Rodríguez,PD,Toa Baja
Richard Valentín Rossi,PD,Toa Baja
Margarita Ayala Vega,PD,Toa Baja
Islia Liz Arroyo Martínez,PD,Toa Baja
Iván Reyes Caparrós,PD,Toa Baja
Wilfredo Vélez Matos,PD,Toa Baja
Glenda Arlyn Quintero Guzmán,PD,Toa Baja
Luisa Lebrón Burgos,PNP,Trujillo Alto
Ruth E. Soiza Ruiz,PNP,Trujillo Alto
Luis A. Rivera Rivera,PNP,Trujillo Alto
Jean Félix Ortega Sánchez,PNP,Trujillo Alto
Danishka Marie Vargas Rivera,PNP,Trujillo Alto
Edgar A. Cruz Ortiz,PNP,Trujillo Alto
Irma Del Valle Nieves,PNP,Trujillo Alto
Roberto Alonso Alonso,PNP,Trujillo Alto
José Antonio Díaz Cuevas,PNP,Trujillo Alto
Alexis Javier Santiago Ortiz,PNP,Trujillo Alto
Luis Ángel Gómez Rivera,PNP,Trujillo Alto
Yamira Raquel Colón García,PNP,Trujillo Alto
Rossner Ramos Torres,PNP,Trujillo Alto
Alejandrina Burgos Hernández (Alejita),PPD,Trujillo Alto
Rosa L. Muñoz Marzán,PPD,Trujillo Alto
José Raúl Vázquez Pérez,PPD,Trujillo Alto
Pedro Ernesto Rodríguez Gómez,PPD,Trujillo Alto
Luis A. (Junior Gallo) De Jesús,PPD,Trujillo Alto
Samuel Rivera Nieves,PPD,Trujillo Alto
José A. Hernández Rivera,PPD,Trujillo Alto
Migda Evelyn Rodríguez Sánchez,PPD,Trujillo Alto
Oscar Méndez Rodríguez,PPD,Trujillo Alto
Iris Y. Camacho Hernández,PPD,Trujillo Alto
Waleska Mulero González,PPD,Trujillo Alto
Efrain Márquez Correa,PPD,Trujillo Alto
Adalberto Chevres Díaz,MVC,Trujillo Alto
Carmen Nelly Díaz Adorno,MVC,Trujillo Alto
Jorge Rodríguez Escribano,MVC,Trujillo Alto
Ileana M. Valencia Baldoni,MVC,Trujillo Alto
José Salvador De La Cruz Elías,MVC,Trujillo Alto
Ashley Velázquez Meléndez,MVC,Trujillo Alto
Rafael Antonio Tirgo Valencia,MVC,Trujillo Alto
Ángel R. Villarini Jusino,MVC,Trujillo Alto
Yamil Rivalta Carrillo,MVC,Trujillo Alto
Crismelie Quiñones Dinzey,MVC,Trujillo Alto
Ruth Katiria Encarnación Colón,MVC,Trujillo Alto
Rafael Torres Ortiz,MVC,Trujillo Alto
Marcos Osvaldo Valls Sánchez,MVC,Trujillo Alto
Ada M. Alemán Batista,PIP,Trujillo Alto
Jaime Juan Negrón Landrón,PIP,Trujillo Alto
Jeniffer Falero Perfecto,PIP,Trujillo Alto
Gladys Cosme Flores,PIP,Trujillo Alto
Heriberto Alemán Hernández,PIP,Trujillo Alto
Ivette De Lourdes Cuevas Martínez,PIP,Trujillo Alto
Ogé A. Díaz Nazario,PIP,Trujillo Alto
Julianne Adia Smith,PIP,Trujillo Alto
Alfredo Luis Vargas Rivera,PIP,Trujillo Alto
María Fernanda Rivera Figueroa,PIP,Trujillo Alto
Arnaldo Martínez Rodríguez,PIP,Trujillo Alto
Delia Esther Cuadrado Arroyo,PIP,Trujillo Alto
Domingo Aponte Adorno,PIP,Trujillo Alto
Biajani Nanichi Colón Torres,PD,Trujillo Alto
Marta Ivette Préstamo Aguiló,PD,Trujillo Alto
Josué Omar Ferrés Morales,PD,Trujillo Alto
Carlos E. Colón Carrasquillo,PD,Trujillo Alto
José A. Llanos Encarnación,PD,Trujillo Alto
Esther Díaz,PD,Trujillo Alto
Doris López Valentín,PD,Trujillo Alto
Luis Andino Lorán,PD,Trujillo Alto
Luis V. Rodríguez González,PD,Trujillo Alto
Lydia E. Vega Dones,PD,Trujillo Alto
Aníbal A. Colón Pérez,PD,Trujillo Alto
Osvaldo Rodríguez Giraud,PD,Trujillo Alto
Rafael A. Arvelo Maldonado,PNP,Utuado
Jonathan Torres Torres,PNP,Utuado
Onell (Monti) Montalvo,PNP,Utuado
Reynaldo Gutiérrez Rivera,PNP,Utuado
Coralys Mair Vega Rodríguez,PNP,Utuado
Janette Torres Cuevas,PNP,Utuado
Kayla Camila Touct Pérez,PNP,Utuado
Liz Michelle Negrón Soria,PNP,Utuado
Edgardo L. Ralat Avilés,PNP,Utuado
Valerie Pons Ríos,PNP,Utuado
María E. Rivera Santiago,PNP,Utuado
Nancy Afanador Romero,PPD,Utuado
Manuel A. García Rodríguez,PPD,Utuado
Ángel Torres Román,PPD,Utuado
Rafael Torres Crespo,PPD,Utuado
Yahaira María Maldonado Hernández,PPD,Utuado
Carlos Eduardo Ríos Acevedo,PPD,Utuado
Marilyn (Mita) De La Rosa Torres,PPD,Utuado
Wilson Ramón Román Pérez,PPD,Utuado
Damari Viruet Pabón,PPD,Utuado
Sebastián Rodríguez Matos,PPD,Utuado
Osvaldo Doel Pérez Salva,PPD,Utuado
Diana De La Paz González,MVC,Utuado
Wilson Viruet Ríos,MVC,Utuado
Pedro Cartagena Mercado,MVC,Utuado
Néstor Luis Rodríguez Afanador,MVC,Utuado
Carmen L. Martínez Afanador,MVC,Utuado
José T. Torres García,MVC,Utuado
Fernando Casalduc Torres,MVC,Utuado
Radamés Marín Montalvo,MVC,Utuado
Dennis De La Paz González,MVC,Utuado
Ángel Luis Díaz Hernández,MVC,Utuado
Pedro J. Maldonado Negrón,MVC,Utuado
Wigberto Meléndez Torres,PIP,Utuado
Laura Enid Moreno Orama,PIP,Utuado
Rubén Marín Miranda,PIP,Utuado
Jenny Lannette Rivera González,PIP,Utuado
Marcos Dariel Collazo Nieves,PIP,Utuado
Sayil Soto Toledo,PIP,Utuado
Ángel Luis Pérez Rivera,PIP,Utuado
Carmen Millet Méndez,PIP,Utuado
Lionel Alberto Collazo González,PIP,Utuado
José A. Castañer Bermúdez,PIP,Utuado
Jorge J. Escudero Franceschini,PIP,Utuado
Daniel Vélez Martínez,PD,Utuado
Milton Afanador Acevedo,PD,Utuado
Jorge L. Santos Maldonado,PD,Utuado
Miguel A. Martell Vélez,PD,Utuado
Juan Antonio Rosario Hernández,PNP,Vega Alta
Ángel Sánchez Acevedo,PNP,Vega Alta
José M. Díaz Dávila,PNP,Vega Alta
José Ramón Rey Aulet,PNP,Vega Alta
Luis A. Fret Morales,PNP,Vega Alta
Amado Alomar Otero,PNP,Vega Alta
Rafael Rondón,PNP,Vega Alta
Yamilette Ramos De La Cruz,PNP,Vega Alta
Carlos A. Molina Dávila,PNP,Vega Alta
Edwin Nieves Parrilla,PNP,Vega Alta
Carmen Y. Cartagena Rivera,PNP,Vega Alta
Julia Mena Pantoja,PPD,Vega Alta
George Colón Berríos,PPD,Vega Alta
Luis Geovany Guardiola Concepción,PPD,Vega Alta
Pilar Rivera,PPD,Vega Alta
Genoveva Torres Arroyo,PPD,Vega Alta
Nilda D. González Pantoja,PPD,Vega Alta
Carmen G. Bruno Cabrera,PPD,Vega Alta
Antonio Ludén Lebrón Ramírez,PPD,Vega Alta
Alexánder Dávila Pantoja,PPD,Vega Alta
José Luis Salgado Bermúdez,PPD,Vega Alta
Elsie Navarro Rodríguez,PPD,Vega Alta
Lousif Antonio Nevárez De Gracia,MVC,Vega Alta
Brandon Alberto Rodríguez,MVC,Vega Alta
Karla González Meléndez,MVC,Vega Alta
Micol Gabriela Otero Paunetto,MVC,Vega Alta
Joshua Wilfredo Nieves Rivera,MVC,Vega Alta
John David Figueroa González,MVC,Vega Alta
Luis Enrique Meléndez Torres,MVC,Vega Alta
Michael Alexander Green Paunetto,MVC,Vega Alta
Erick Manuel Rodríguez Méndez,MVC,Vega Alta
Yashelle Galarza González,MVC,Vega Alta
Gamaliel Cardona Santana,PIP,Vega Alta
Reinaldo José Santana Bruno,PIP,Vega Alta
Rafael Letriz Crespo,PIP,Vega Alta
Ángel Rafael Santana Concepción,PIP,Vega Alta
Matilde Vicent Hernández,PIP,Vega Alta
Miguel Morales Reyes,PIP,Vega Alta
Dennis Alexis Rivera Rodríguez,PIP,Vega Alta
Yesenia Bruno Laureano,PIP,Vega Alta
Gerónimo Concepción Lagar,PIP,Vega Alta
María Marzán Concepción,PIP,Vega Alta
Carlos Marrero Ríos,PIP,Vega Alta
Ángel Luis Rivera Crespo,PD,Vega Alta
Efraín Ventura Monge,PD,Vega Alta
Emanuel Bruno Laureano (Picachu),PD,Vega Alta
Julitza Enit Rivera González,PD,Vega Alta
Wilfredo Cruz Avilés,PD,Vega Alta
Jonathan Nieves Hernández,PD,Vega Alta
Daniel Antonio Rosado Crespo,PD,Vega Alta
Jerry Solís González,PD,Vega Alta
María Magdalena Hernández Avilés,PD,Vega Alta
Jorge Luis Otero Otero,PNP,Vega Baja
Legnalie Dávila Meléndez,PNP,Vega Baja
Linette Morales Concepción,PNP,Vega Baja
Rubí Muñoz Rolón,PNP,Vega Baja
Christian Emman Archilla Adornado,PNP,Vega Baja
José Manuel Hernández Maldonado,PNP,Vega Baja
Kimberly López Toledo,PNP,Vega Baja
Eduardo Guerrios Vidal,PNP,Vega Baja
Eduardo Guerrios Rivera,PNP,Vega Baja
Julio A. Sostre Rodríguez,PNP,Vega Baja
Ángel L. Rodríguez Díaz,PNP,Vega Baja
Eliany Mirelys Jiménez Díaz,PNP,Vega Baja
Pablo M. Silva Delgado,PNP,Vega Baja
Rafael E. (Piro) Santos Martínez,PPD,Vega Baja
Ivonne Enid Gaetán Velázquez,PPD,Vega Baja
Jean Carlo Meléndez Rodríguez,PPD,Vega Baja
Yadira I. Jiménez Fuentes,PPD,Vega Baja
Luis F. (Gemelo) Adorno Concepción,PPD,Vega Baja
Cielo Avilés Kortright,PPD,Vega Baja
Ángel Manuel (Angelito) Maldonado Monroj,PPD,Vega Baja
Luz Enid Lozada Quiñones,PPD,Vega Baja
Carmelo Martínez Camacho,PPD,Vega Baja
Alma Enid Mercado Salgado,PPD,Vega Baja
Carlos Emanuel González Molina,PPD,Vega Baja
Damaris Figueroa Arroyo,PPD,Vega Baja
Joshuan Rafael Gandía Cabrera,PPD,Vega Baja
Heth Otero Vega,MVC,Vega Baja
Shuiely Serrano Marrero,MVC,Vega Baja
José (Cholo) Rosario,MVC,Vega Baja
Brenda Rodríguez Alomar,MVC,Vega Baja
Reynaldo Fret Adorno,MVC,Vega Baja
Maritza Álvarez Otero,MVC,Vega Baja
Eddie Rodríguez Colón,MVC,Vega Baja
Jeisannie Cruzado González,MVC,Vega Baja
Nehemías García Rolón,MVC,Vega Baja
Yarlis Maldonado Rosario,MVC,Vega Baja
Ángel Yamil Camacho Martínez,MVC,Vega Baja
Denisse Nazario Pagán,MVC,Vega Baja
Richie Rosario Ortega,MVC,Vega Baja
Jessica V. Torres Lugo,PIP,Vega Baja
Miguel A. Pantoja Vélez,PIP,Vega Baja
Kelvin David Villafañe Avilés,PIP,Vega Baja
Leni Pantoja Rojas,PIP,Vega Baja
Luz M. Valentín Sánchez,PIP,Vega Baja
Juan Rivera Díaz,PIP,Vega Baja
Awilda Otero Rivera,PIP,Vega Baja
Domitila Rivera Pérez,PIP,Vega Baja
Gaddiel H. Ruiz Crespo,PIP,Vega Baja
Merari Tirado García,PIP,Vega Baja
Luis Alberto Rodríguez Rivera,PIP,Vega Baja
Carlos R. Rosario Aulet,PIP,Vega Baja
Carlos David Avilés Vázquez,PIP,Vega Baja
Jorge Crespo Crespo,PD,Vega Baja
Keyla Michelle Archilla Rosado,PD,Vega Baja
Aurelio Martínez Mendoza,PD,Vega Baja
Brenda Lee Torres Acevedo,PNP,Vieques
Betzaida Mackenzie Marín,PNP,Vieques
Héctor Mulero Vázquez,PNP,Vieques
Yolanda Horta Encarnación,PNP,Vieques
Edisa O. Camacho Cabret,PNP,Vieques
Sonia Noemí Romero Sánchez,PNP,Vieques
José Luis Bayrón García,PNP,Vieques
Eliud Encarnación Nieves,PNP,Vieques
Ana C. Alejandro Ramos,PNP,Vieques
Víctor Manuel Emeric Catarineau,PPD,Vieques
Adalberto Vélez Díaz (Adal),PPD,Vieques
Adalina Cruz Colón (Neydín Ojeda),PPD,Vieques
Fabián Martínez Rivera,PPD,Vieques
Loyda María Cruz Porfil,PPD,Vieques
Ian Josef Feliciano González,PPD,Vieques
Carlos Enrique Ruiz Ojeda (Kory),PPD,Vieques
Héctor Manuel Ayala Acevedo (Junior),PPD,Vieques
Gladys Velázquez Rivera,PPD,Vieques
Alexandra Zuani Connelly Reyes,MVC,Vieques
Michael Urayoan Connelly Reyes,PIP,Vieques
Ismael Morales Amaro,PIP,Vieques
Alba Nydia Avillán Fanfán,PIP,Vieques
Salier Anael Miró Avillán,PIP,Vieques
Carmen Rivera Acevedo,PIP,Vieques
Armando Torres Sanes,PIP,Vieques
Israel Rosa Félix,PD,Vieques
María Del Pilar Guzmán González,PNP,Villalba
Omayra Morales Pérez,PNP,Villalba
Angelica Sánchez Alvarado,PNP,Villalba
Frances H. Torres Irizarry,PNP,Villalba
Lilliam Enid Rodríguez Colón,PNP,Villalba
Katherine Marie Rodríguez López,PNP,Villalba
Jenny M. Pérez Torres,PNP,Villalba
Alina Andrea Ríos López,PNP,Villalba
José Colón (Joseito),PNP,Villalba
Maricely Xiomary González Marrero,PNP,Villalba
Wilvin Torres García,PNP,Villalba
Eduardo Ortiz Laboy,PPD,Villalba
Fabiola Marie Molina Santiago,PPD,Villalba
Ángeles S. Bonilla Ortiz,PPD,Villalba
Nilsa I. Cintrón Santiago,PPD,Villalba
Antonio Cruz Roche,PPD,Villalba
Jaime E. López Alvarado,PPD,Villalba
Jacqueline Taronjí Torres,PPD,Villalba
Yetzairea Echevarría Echevarría,PPD,Villalba
Félix Raúl Santiago Rivera,PPD,Villalba
Julio César López Santiago,PPD,Villalba
Benjamín Morales Rivera,PPD,Villalba
Gabriel Abraham Vázquez López,MVC,Villalba
Carlos Javier Rivera Negrón,MVC,Villalba
Jonathan Martínez Santiago,MVC,Villalba
Neisha Vázquez Muñoz,PIP,Villalba
Iván Rivera Rivera,PIP,Villalba
María Alejandra Corales Díaz,PIP,Villalba
Enrique José Laboy Vázquez,PIP,Villalba
Liz Jelitza Bonilla Figueroa,PIP,Villalba
María Alejandra Rivera Rosado,PIP,Villalba
Alejandra Corales Díaz,PIP,Villalba
Maribel Rosado Garay,PIP,Villalba
Gil Pérez Ortiz,PIP,Villalba
Jorge Ocasio Sánchez,PIP,Villalba
José Enrique Laboy Gómez,PIP,Villalba
Alejandra Fontánez Morales,PNP,Yabucoa
Eladio Feliciano Pérez,PNP,Yabucoa
Silvia W. Millán Millán,PNP,Yabucoa
Melvin Omar Santiago Santiago,PNP,Yabucoa
Cecily Marie Camacho Ortiz,PNP,Yabucoa
Vanessa Rivera Vega,PNP,Yabucoa
Paola María De León Maldonado,PNP,Yabucoa
Pedro González,PNP,Yabucoa
Stella Marie Ruiz Claudio,PNP,Yabucoa
Bryan O. Lebrón Rivera,PNP,Yabucoa
Ricardo Alexis Díaz García,PNP,Yabucoa
Iris J. Ramos Morán,PPD,Yabucoa
Brenda Liz Benítez Montañez,PPD,Yabucoa
Santos Jr. Tirado,PPD,Yabucoa
Lemuel Rafael Sánchez De Jesús,PPD,Yabucoa
María Del C. Gastón Román,PPD,Yabucoa
Iris E. Lebrón Claudio,PPD,Yabucoa
Ángel Luis Santana Flores,PPD,Yabucoa
María M. Amaro Rivera,PPD,Yabucoa
Marisol Casanova Lozada,PPD,Yabucoa
Jeslie Y. Flores Sepúlveda,PPD,Yabucoa
José E. Ramos Rivera,PPD,Yabucoa
Juan Ángel Herrera Rodríguez,MVC,Yabucoa
Giovanni Rubén Crespo Aponte,MVC,Yabucoa
Josian Manuel Casanova Rodríguez,MVC,Yabucoa
Olga María Ramos Bonilla,MVC,Yabucoa
Jeremy Rodríguez Muñoz,MVC,Yabucoa
Patricia Morales Montes,MVC,Yabucoa
Rosalina Abreu González,MVC,Yabucoa
